08baa03a-ab67-4470-bf1d-a9ee85db361d	이력서/자소서	cv-resume	ad522811-79ad-4e4b-966b-fbb8fc1e07d8	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
02faf877-2d76-4847-908e-5773e715b633	AI 효과음/배경음악	ai-sound-effect	39d05ed9-2496-4e19-9ed4-bf7860bc2ece	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
058df149-c5e0-45bb-ac82-72e265f8d066	AI 팟캐스트 제작	ai-podcast	39d05ed9-2496-4e19-9ed4-bf7860bc2ece	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
fd23e1ab-b673-4283-b15e-60af22c477eb	AI 노래/음악 제작	ai-music-production	39d05ed9-2496-4e19-9ed4-bf7860bc2ece	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
c86b4d28-c078-4ec8-8137-945ad3a53c44	AI 성우 더빙	ai-voice-dubbing	39d05ed9-2496-4e19-9ed4-bf7860bc2ece	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
187b32e5-c5c0-46bb-bef2-7b1c840e35ae	제안서 작성	proposal-writing	ad522811-79ad-4e4b-966b-fbb8fc1e07d8	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
3f505cfd-8f37-4133-9538-264970c591bb	보고서 작성	report-writing	ad522811-79ad-4e4b-966b-fbb8fc1e07d8	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
38a08964-2cf7-4bd9-8044-a72cef06cd71	프레젠테이션	presentation	ad522811-79ad-4e4b-966b-fbb8fc1e07d8	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
4e360178-29f6-4e56-a43f-3fe8988d6b35	AI 영상 편집	ai-video-editing	b09a8a69-97c6-48c8-b71b-d7a53eb09069	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
2b334ceb-3e91-47fd-bdb8-0d7f9a9fd249	AI 립싱크 영상	ai-lipsync-video	b09a8a69-97c6-48c8-b71b-d7a53eb09069	\N	\N	\N	\N	\N	\N	2	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:19.074733+00	0	false	online
560825ff-712f-4396-82e1-357c4aa16b06	AI 광고소재 디자인	ai-ad-material-design	1bc1fd04-678b-4572-ae0a-950d39bede68	3	\N	AI 기반 광고 소재 디자인	\N	\N	\N	1	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
ea4a1048-8625-45cd-afb9-bd6024fdc8b6	AI 실사·모델	ai-realistic-model	1bc1fd04-678b-4572-ae0a-950d39bede68	3	\N	AI로 생성한 실사 이미지 및 모델	\N	\N	\N	2	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
f69e5e99-6797-411b-9b43-bc1e1252e754	AI 일러스트	ai-illustration	1bc1fd04-678b-4572-ae0a-950d39bede68	3	\N	AI로 생성한 일러스트 및 그림	\N	\N	\N	3	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
ff76588a-63b3-488a-98eb-dda3568db318	AI 광고 영상	ai-ad-video	b0f4023d-d615-4d6e-bdec-8a6f2e2c1495	3	\N	AI로 제작한 광고 영상	\N	\N	\N	1	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
cf83d285-23ac-41c5-9df0-ec9a22580b33	브랜딩	branding-consulting	04922dbf-3d0f-4ad7-874e-f3f73525a30e	3	\N	\N	\N	\N	\N	1	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:09:00.156778+00	0	false	online
5981093e-60d2-4f88-ba76-90a53c29254b	세일즈	sales-consulting	04922dbf-3d0f-4ad7-874e-f3f73525a30e	3	\N	\N	\N	\N	\N	3	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:09:00.156778+00	0	false	online
53dcdfd4-52d3-42d6-b6d2-fdbd718d8591	AR·VR·XR	ar-vr-xr	14a40e29-6ae9-435b-b7fd-3485951dde91	3	\N	\N	\N	\N	\N	7	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:09:00.156778+00	0	false	online
1bc1fd04-678b-4572-ae0a-950d39bede68	AI 디자인	ai-design	ff325106-48ed-4b57-b75b-aa7684b249d2	2	palette	AI 기반 디자인 서비스	\N	\N	\N	1	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-21 03:06:27.207457+00	0	true	online
b0f4023d-d615-4d6e-bdec-8a6f2e2c1495	AI 영상·사진·음향	ai-video-photo-audio	ff325106-48ed-4b57-b75b-aa7684b249d2	2	video	AI 기반 영상/사진/음향 제작	\N	\N	\N	2	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-21 03:06:27.207457+00	0	true	online
e02a40f5-6780-4b96-8064-074de058073f	AI 개발·자동화	ai-development-automation	ff325106-48ed-4b57-b75b-aa7684b249d2	2	cog	AI 시스템 개발 및 자동화	\N	\N	\N	3	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-21 03:06:27.207457+00	0	true	online
ff46f1da-c677-47da-9cbf-637905e245fb	AI 더빙·내레이션	ai-dubbing-narration	b0f4023d-d615-4d6e-bdec-8a6f2e2c1495	3	\N	AI 음성 더빙 및 내레이션	\N	\N	\N	2	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
01947abe-a55c-4b9b-bebd-5a7e975e8dda	AI 제품 사진	ai-product-photo	b0f4023d-d615-4d6e-bdec-8a6f2e2c1495	3	\N	AI로 생성한 제품 사진	\N	\N	\N	3	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
ebf35fe8-7799-4279-a9d1-82a73ad9aec3	AI 시스템 서비스	ai-system-service	e02a40f5-6780-4b96-8064-074de058073f	3	\N	AI 기반 시스템 개발 및 구축	\N	\N	\N	2	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
59ff6edd-541f-4020-aea3-19c0c837ede4	AI 자동화 프로그램	ai-automation-program	e02a40f5-6780-4b96-8064-074de058073f	3	\N	AI 업무 자동화 프로그램	\N	\N	\N	3	0	false	false	20.00	true	2025-11-04 18:24:31.443618+00	2025-11-05 06:31:46.988248+00	0	true	online
ff325106-48ed-4b57-b75b-aa7684b249d2	AI 서비스	ai-services	\N	1	robot	\N	\N	\N	\N	1	16	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:25.641078+00	999	true	online
14ea93a6-0d6f-4421-9337-e2d30b9eee4b	영상	video	a5be2e66-eeed-4efa-8243-326a2c046e00	2	\N	\N	\N	\N	\N	1	0	false	false	20.00	true	2025-10-30 06:25:28.950289+00	2025-11-21 03:08:31.497325+00	0	false	online
